mA,O2frac,mm,slm,Vdis,diluted,NO,NO2,HONO,number,R2
60,0.090909091,2,3,0.451,0,310.2904374,8.00060594,0.397721435,5,0.886284187
60,0.090909091,2,5,0.456,0,132.739814,2.07755727,3.78E-13,5,0.589329203
60,0.090909091,2,7,0.457,0,145.9366971,4.553141178,1.779030374,5.333333333,0.564797034
60,0.090909091,5,0.5,0.629,0,1721.134691,572.3838056,71.284628,5,0.995177209
60,0.090909091,5,1,0.634,0,1236.770158,131.4179971,3.307047373,5,0.977391667
60,0.090909091,5,3,0.645,0,532.7825594,15.12048447,7.31E-09,5,0.870905488
60,0.090909091,5,5,0.667,0,495.3167825,11.90609937,2.478889537,5.375,0.922102512
60,0.090909091,5,7,0.686,0,400.0025355,8.475397911,18.8077468,5,0.913692565
60,0.090909091,8,0.5,0.824,0,1879.495729,544.8964444,84.17440701,5.5,0.994792726
60,0.090909091,8,1,0.81,0,1464.419904,207.3779181,1.92E-11,5,0.979768896
60,0.090909091,8,3,0.846,0,1114.50212,54.15357321,4.217336065,5,0.946904897
60,0.090909091,8,5,0.881,0,830.3521176,26.33167566,13.92663157,5,0.944319682
60,0.090909091,8,7,0.91,0,681.8720249,17.47135258,9.76326905,5,0.935351818
60,0.090909091,12,0.5,0.92,0,3142.168456,1618.17476,483.8811519,5.375,0.993970102
60,0.090909091,12,1,0.958,0,2869.927636,813.5797225,123.0821762,5,0.994818406
60,0.090909091,12,3,1.05,0,1671.856348,118.8996982,6.16E-14,5,0.965974462
60,0.090909091,12,5,1.12,0,1208.016693,42.70239722,8.130813248,5.5,0.943034753
60,0.090909091,12,7,1.2,0,1035.158993,31.06966254,1.02E-09,5,0.937927462
60,0.090909091,15,0.5,1.04,0,3175.704697,1575.282632,506.8980585,5,0.993978913
60,0.090909091,15,1,1.04,0,2968.991555,862.5675486,151.6032894,5,0.994879259
60,0.090909091,15,3,1.19,0,1882.057137,135.2950982,7.276725906,5,0.96932245
60,0.090909091,15,5,1.24,0,1299.667938,46.00885543,6.60E-11,4.625,0.943439264
60,0.090909091,15,7,1.34,0,1130.196228,33.04199183,6.339041648,4.875,0.940642708
60,0.2095,2,0.5,0.45,0,1291.975573,627.0665823,116.0954092,5,0.996553483
60,0.2095,2,1,0.448,0,956.2045987,155.1889329,11.47116336,5,0.988102768
60,0.2095,2,3,0.456,0,449.0599762,21.33329144,1.75E-08,5,0.94892645
60,0.2095,2,5,0.455,0,280.9444447,8.05900018,0.543117538,5,0.912819876
60,0.2095,2,7,0.459,0,190.3493798,3.414171221,2.19E-07,5,0.847470378
60,0.2095,5,0.5,0.639,0,1598.872313,1209.179974,360.6921574,5,0.995886895
60,0.2095,5,1,0.64,0,1353.033424,343.6592645,42.63816668,5,0.994481963
60,0.2095,5,3,0.65,0,861.8204802,59.74861476,4.708512859,5,0.962629274
60,0.2095,5,5,0.683,0,683.995599,28.25814611,6.132462772,5,0.938220227
60,0.2095,5,7,0.689,0,580.6080896,17.93899156,19.24744815,4.5,0.939215654
60,0.2095,8,0.5,0.83,0,2023.479024,1525.829731,480.3028441,5,0.994514576
60,0.2095,8,1,0.856,0,1838.251498,686.1955963,82.36863748,5,0.996106953
60,0.2095,8,3,0.888,0,1397.66882,158.8086459,1.03E-09,5,0.979961661
60,0.2095,8,5,0.918,0,1101.804377,62.6181601,1.543217726,5,0.958016269
60,0.2095,8,7,0.955,0,898.2913404,33.92177811,9.94157234,5,0.94367863
60,0.2095,12,0.5,1,3,1024.038653,295.9391683,51.89952532,5,0.99357878
60,0.2095,12,1,1.04,0,2892.61889,2257.1729,934.6734795,5,0.99068694
60,0.2095,12,3,1.13,0,1998.665272,358.4175452,3.198927488,5,0.989846579
60,0.2095,12,5,1.19,0,1516.656332,115.7533182,0.343752723,5,0.969062982
60,0.2095,12,7,1.25,0,1308.782193,66.86870952,6.040198313,5.125,0.953414807
60,0.2095,15,0.5,1.13,3,1028.160621,265.2048606,2.41E-09,5,0.992703449
60,0.2095,15,1,1.16,0,3102.980513,2573.882499,1168.882527,5,0.988563759
60,0.2095,15,3,1.27,0,2283.276874,442.9691097,39.75680854,5,0.991972367
60,0.2095,15,5,1.35,0,1737.135123,138.3816183,11.84809495,4.625,0.971568653
60,0.2095,15,7,1.42,0,1478.346909,83.16511999,8.82E-11,5,0.956751895
60,0.5,8,0.5,0.868,0,1567.556791,2553.44823,1000.734516,5,0.987811473
60,0.5,8,1,0.881,0,1745.612349,1414.015653,286.5255483,4.625,0.995225157
60,0.5,8,3,0.932,0,1509.686014,433.4980181,0.595525324,5,0.994972365
60,0.5,8,5,0.939,0,1238.97747,179.0208668,1.17E-10,5,0.984316546
70,0.019607843,2,0.5,0.416,0,334.0696157,10.70481253,3.11E-11,5,0.602223105
70,0.019607843,2,1,0.419,0,169.2413385,5.343174431,1.028305991,5,0.871035721
70,0.019607843,2,3,0.422,0,111.5638147,4.277080402,5.439269476,5,0.893707213
70,0.019607843,5,0.5,0.599,0,892.2647357,40.25898848,6.005220739,5,0.786492088
70,0.019607843,5,1,0.583,0,511.5490075,15.18042468,9.63E-10,5,0.515572725
70,0.019607843,5,3,0.605,0,229.6694446,5.020995414,2.829491363,5,0.915130339
70,0.019607843,5,5,0.638,0,195.7163627,3.92038355,14.74707349,3.5,0.526871333
70,0.019607843,8,0.5,0.72,0,1439.347567,100.8713134,14.67323272,5,0.963804703
70,0.019607843,8,1,0.733,0,1063.720286,35.95160683,2.007698876,5,0.938767935
70,0.019607843,8,3,0.77,0,618.4088499,12.54814736,18.34226101,5,0.934013421
70,0.019607843,8,5,0.792,0,382.9022916,6.329826619,0.04997038,5,0.901530063
70,0.019607843,8,7,0.823,0,304.4398286,7.484192347,12.53231053,5,0.925765016
70,0.019607843,12,0.5,0.885,0,793.7878134,11.61460374,2.52E-07,5,0.925929805
70,0.019607843,12,1,0.919,0,1138.569362,19.36481158,6.05E-08,5,0.908962592
70,0.019607843,12,3,0.971,0,766.3623069,15.2049979,1.97E-07,5,0.927779934
70,0.019607843,12,5,1.05,0,446.5398631,8.22228331,3.48E-11,5,0.885715884
70,0.019607843,12,7,1.11,0,416.1218466,9.929981794,7.240545642,5,0.934517736
70,0.019607843,15,0.5,0.96,0,2239.146135,189.1003738,1.190192302,5,0.97295
70,0.019607843,15,1,1,0,1371.603207,24.6761769,17.52704656,4.625,0.915163771
70,0.019607843,15,3,1.08,0,893.2652978,16.59151998,8.431595477,5,0.935898016
70,0.019607843,15,5,1.14,0,532.8519726,11.33483709,1.52E-13,5,0.852979449
70,0.019607843,15,7,1.24,0,481.6993844,11.17749444,3.590335924,5,0.937718413
70,0.090909091,2,0.5,0.435,0,1352.102163,200.8464344,35.17169606,5,0.986809812
70,0.090909091,2,1,0.435,0,766.7597164,44.72094042,2.974602338,5,0.956217361
70,0.090909091,2,3,0.443,0,334.2130758,8.2835777,0.339323333,5,0.89152567
70,0.090909091,2,5,0.445,0,146.9361891,2.148781816,3.92E-09,5,0.60848359
70,0.090909091,2,7,0.447,0,159.9315731,4.86403327,1.514296886,3.8,0.523009325
70,0.090909091,5,0.5,0.603,0,1739.369947,591.0767069,77.50655688,5,0.995359182
70,0.090909091,5,1,0.604,0,1200.521727,124.0974372,3.902832717,5,0.976613887
70,0.090909091,5,3,0.62,0,663.8639645,22.78771395,3.95E-09,5,0.901623805
70,0.090909091,5,5,0.64,0,528.7973005,13.50653034,4.161209982,5,0.917254838
70,0.090909091,5,7,0.648,0,410.4389689,8.792736151,17.02287402,5,0.921739671
70,0.090909091,8,0.5,0.773,0,1902.748926,559.4293406,86.99094179,5,0.99492476
70,0.090909091,8,1,0.779,0,1400.787788,183.849822,3.59E-11,5,0.976544533
70,0.090909091,8,3,0.792,0,1129.461685,54.26452443,3.57596744,5,0.947489833
70,0.090909091,8,5,0.828,0,858.1931055,27.34888229,12.44514829,5,0.944128696
70,0.090909091,8,7,0.861,0,715.8308028,18.77125309,10.27423877,5,0.936901198
70,0.090909091,12,0.5,0.88,0,2788.837011,1277.560276,317.3548585,5,0.995218006
70,0.090909091,12,1,0.88,0,2853.326114,798.3554899,119.4835344,5,0.994781557
70,0.090909091,12,3,0.957,0,1705.107874,123.9200173,5.13E-13,5,0.967080352
70,0.090909091,12,5,1.04,0,1258.9744,45.09087283,10.65000193,5,0.943540912
70,0.090909091,12,7,1.11,0,1080.602206,33.03880606,8.21E-09,5,0.94007066
70,0.090909091,15,0.5,0.96,0,2900.360278,1276.624859,352.704038,5,0.995074056
70,0.090909091,15,1,1,0,2941.721192,840.301266,146.1630262,5,0.994889249
70,0.090909091,15,3,1.09,0,1925.095777,138.7114725,9.805820343,5,0.969464084
70,0.090909091,15,5,1.16,0,1347.480827,48.53421705,1.38E-09,5,0.944513774
70,0.090909091,15,7,1.24,0,1168.082943,34.41840891,7.887424964,5,0.941400628
70,0.2095,2,0.5,0.443,0,1369.177045,728.7208885,150.1148291,5,0.9967022
70,0.2095,2,1,0.443,0,1059.867378,195.4114019,19.66977291,5,0.990193603
70,0.2095,2,3,0.445,0,482.6221176,21.77004816,5.46E-10,5,0.94655651
70,0.2095,2,5,0.446,0,320.6021973,9.266553876,1.127764672,5,0.933878338
70,0.2095,2,7,0.454,0,223.8718618,4.917938265,1.13E-07,5,0.875630676
70,0.2095,5,0.5,0.621,0,1624.709933,1275.55779,398.106372,5,0.995641087
70,0.2095,5,1,0.602,0,1420.783718,369.1065611,50.84581349,5,0.994745549
70,0.2095,5,3,0.639,0,970.2480189,73.74948551,5.218693039,5,0.966794969
70,0.2095,5,5,0.642,0,719.5855006,29.68908471,7.132593073,5,0.942715546
70,0.2095,5,7,0.661,0,619.3775887,19.68501388,18.39729848,5.5,0.939325419
70,0.2095,8,0.5,0.804,0,2076.600904,1562.581303,522.9077215,5,0.994366163
70,0.2095,8,1,0.809,0,1777.785486,612.8204856,68.25573253,5,0.995879987
70,0.2095,8,3,0.843,0,1419.143625,164.9697289,3.71E-10,5,0.98054558
70,0.2095,8,5,0.872,0,1144.618383,67.15927556,0.178291586,5,0.958970106
70,0.2095,8,7,0.915,0,940.5652401,36.17220156,9.702617771,5,0.943629958
70,0.2095,12,0.5,0.959,3,883.0530158,283.0981416,52.4550717,5,0.99383219
70,0.2095,12,1,0.981,0,2954.880901,2382.414086,1031.23145,5,0.989880251
70,0.2095,12,3,1.05,0,2071.331615,375.6106536,3.093685931,5,0.990146577
70,0.2095,12,5,1.11,0,1570.316189,121.8690202,0.344322959,5,0.969678185
70,0.2095,12,7,1.16,0,1368.20344,72.27032533,7.201053814,5,0.955288225
70,0.2095,15,0.5,1.07,3,1018.224166,256.1305033,1.21E-08,5,0.992207071
70,0.2095,15,1,1.08,0,3039.422794,2436.142082,1067.365066,5,0.989588241
70,0.2095,15,3,1.18,0,2370.91937,477.4147227,48.0449974,5,0.992469625
70,0.2095,15,5,1.25,0,1797.954616,148.4467543,14.76245886,5,0.973069578
70,0.2095,15,7,1.33,0,1546.825335,89.78660018,2.32E-10,5,0.958551302
70,0.5,8,0.5,0.83,0,1605.305917,2620.939302,1047.54221,5,0.987230191
70,0.5,8,1,0.85,0,1780.145258,1483.69278,314.1424034,5,0.994900043
70,0.5,8,3,0.888,0,1579.088727,466.3152252,3.947207012,5,0.995298261
70,0.5,8,5,0.901,0,1316.575508,202.8584915,2.76E-08,4.75,0.986046942
